# Mob reference — generated from mob_db.json
# id	sprite_name	name	notes
1753	FRUS	Frus	
1754	SKEGGIOLD	Skeggiold	
1755	SKEGGIOLD_	Skeggiold	
1756	G_HYDRO	Hydro	
1757	G_ACIDUS	Acidus	
1758	G_FERUS	Ferus	
1759	G_ACIDUS_	Acidus	
1760	G_FERUS_	Ferus	
1761	G_SKOGUL	Skogul	
1762	G_FRUS	Frus	
1763	G_SKEGGIOLD	Skeggiold	
1764	G_SKEGGIOLD_	Skeggiold	
1765	G_RANDGRIS	Valkyrie	
1766	EM_ANGELING	Angeling	
1767	EM_DEVILING	Deviling	
1768	GLOOMUNDERNIGHT	Gloom Under Night	
1769	AGAV	Agav	
1770	ECHIO	Echio	
1771	VANBERK	Vanberk	
1772	ISILLA	Isilla	
1773	HODREMLIN	Hodremlin	
1774	SEEKER	Seeker	
1775	SNOWIER	Snowier	
1776	SIROMA	Siroma	
1777	ICE_TITAN	Ice Titan	
1778	GAZETI	Gazeti	
1779	KTULLANUX	Ktullanux	
1780	MUSCIPULAR	Muscipular	
1781	DROSERA	Drosera	
1782	ROWEEN	Roween	
1783	GALION	Galion	
1784	STAPO	Stapo	
1785	ATROCE	Atroce	
1786	G_AGAV	Agav	
1787	G_ECHIO	Echio	
1788	G_ICE_TITAN	Ice Titan	
1789	ICEICLE	Iceicle	
1790	G_RAFFLESIA	Rafflesia	
1791	G_GALION	Galion	
1792	SOCCER_BALL	Soccer Ball	
1793	G_MEGALITH	Megalith	
1794	G_ROWEEN	Roween	
1795	BLOODY_KNIGHT_	Bloody Knight	
1796	AUNOE	Aunoe	
1797	FANAT	Fanat	
1798	TREASURE_BOX_	Treasure Chest	
1799	G_SEYREN_	Lord Knight Seyren	
1800	G_EREMES_	Assassin Cross Eremes	
1801	G_HARWORD_	Whitesmith Harword	
1802	G_MAGALETA_	High Priest Magaleta	
1803	G_SHECIL_	Sniper Shecil	
1804	G_KATRINN_	High Wizard Katrinn	
1805	B_SEYREN_	Lord Knight Seyren	
1806	B_EREMES_	Assassin Cross Eremes	
1807	B_HARWORD_	Whitesmith Harword	
1808	B_MAGALETA_	High Priest Magaleta	
1809	B_SHECIL_	Sniper Shecil	
1810	B_KATRINN_	High Wizard Katrinn	
1811	G_SMOKIE_	Smokie	
1812	EVENT_LUDE	Lude	
1813	EVENT_HYDRO	Hydro	
1814	EVENT_MOON	Moonlight Flower	
1815	EVENT_RICECAKE	Rice Cake	
1816	EVENT_GOURD	Gourd	
1817	EVENT_DETALE	Detale	
1818	EVENT_ALARM	Alarm	
1819	EVENT_BATHORY	Bathory	
1820	EVENT_BIGFOOT	Bigfoot	
1821	EVENT_DESERT_WOLF	Desert Wolf	
1822	EVENT_DEVIRUCHI	Deviruchi	
1823	EVENT_FREEZER	Freezer	
1824	EVENT_GARM_BABY	Garm Baby	
1825	EVENT_GOBLINE_XMAS	Christmas Goblin	
1826	EVENT_MYST	Myst	
1827	EVENT_SASQUATCH	Sasquatch	
1828	EVENT_GULLINBURSTI	Gullinbrusti	
1829	SWORD_GUARDIAN	Sword Guardian	
1830	BOW_GUARDIAN	Bow Guardian	
1831	SALAMANDER	Salamander	
1832	IFRIT	Ifrit	
1833	KASA	Kasa	
1834	G_SALAMANDER	Salamander	
1835	G_KASA	Kasa	
1836	MAGMARING	Magmaring	
1837	IMP	Imp	
1838	KNOCKER	Knocker	
1839	BYORGUE	Byorgue	
1840	GOLDEN_SAVAGE	Golden Savage	
1841	G_SNAKE_	Snake Lord's Minion	
1842	G_ANACONDAQ_	Snake Lord's Minion	
1843	G_SIDE_WINDER_	Snake Lord's Minion	
1844	G_ISIS_	Snake Lord's Minion	
1845	G_TREASURE_BOX_	Treasure Box	
1846	DREAMMETAL	Dream Metal	
1847	EVENT_PORING	Poring	
1848	EVENT_BAPHOMET	Baphomet	
1849	EVENT_OSIRIS	Osiris	
1850	EVENT_ORCHERO	Orc Hero	
1851	EVENT_MOBSTER	Mobster	
1852	G_EM_ANGELING	Angeling	
1853	G_EM_DEVILING	Deviling	
1854	E_MUKA	Muka	
1855	E_POISONSPORE	Poison Spore	
1856	E_MAGNOLIA	Magnolia	
1857	E_MARIN	Marin	
1858	E_PLANKTON	Plankton	
1859	E_MANDRAGORA	Mandragora	
1860	E_COCO	Coco	
1861	E_CHOCO	Choco	
1862	E_MARTIN	Martin	
1863	E_SPRING_RABBIT	Spring Rabbit	
1864	ZOMBIE_SLAUGHTER	Zombie Slaughter	
1865	RAGGED_ZOMBIE	Ragged Zombie	
1866	HELL_POODLE	Hell Poodle	
1867	BANSHEE	Banshee	
1868	G_BANSHEE	Banshee	
1869	FLAME_SKULL	Flame Skull	
1870	NECROMANCER	Necromancer	
1871	FALLINGBISHOP	Fallen Bishop	
1872	BEELZEBUB_FLY	Hell Fly	
1873	BEELZEBUB	Beelzebub	
1874	BEELZEBUB_	Beelzebub	
1875	TRISTAN_3RD	Tristan III	
1876	E_LORD_OF_DEATH	Lord of the Dead	
1877	CRYSTAL_5	Crystal	
1878	E_SHINING_PLANT	Shining Plant	
1879	ECLIPSE_P	Eclipse Pet	
1880	WOOD_GOBLIN	Wood Goblin	
1881	LES	Les	
1882	VAVAYAGA	Baba Yaga	
1883	UZHAS	Uzhas	
1884	MAVKA	Mavka	
1885	GOPINICH	Gopinich	
1886	G_MAVKA	Mavka	
1887	FREEZER_R	Freezer	
1888	GARM_BABY_R	Garm Baby	
1889	GARM_R	Marozka's Guard	
1890	GOPINICH_R	The Immortal Koshei	
1891	G_RANDGRIS_	Valkyrie	
1892	G_LOLI_RURI	Lolo Ruri	
1893	G_KNIGHT_OF_ABYSS	Knight of the Abyss	
1894	POURING	Pouring	
1895	EVENT_SEYREN	Seyren	
1896	EVENT_KATRINN	Katrinn	
1897	EVENT_BAPHOMET_	Baphomet	
1898	EVENT_ZOMBIE	Zombie	
1899	SWORD_GUARDIAN_	Sword Guardian	
1901	E_CONDOR	Condor	
1902	E_TREASURE1	Treasure Box	
1903	E_TREASURE2	Treasure Box	
1904	BOMBPORING	Bomb Poring	
1905	BARRICADE	Barricade	
1906	BARRICADE_	Barricade	
1907	S_EMPEL_1	Guardian Stone	
1908	S_EMPEL_2	Guardian Stone	
1909	OBJ_A	Food Storage	
1910	OBJ_B	Food Depot	
1911	OBJ_NEUTRAL	Neutrality Flag	
1912	OBJ_FLAG_A	Lion Flag	
1913	OBJ_FLAG_B	Eagle Flag	
1914	OBJ_A2	Blue Crystal	
1915	OBJ_B2	Pink Crystal	
1916	MOROCC	Satan Morroc	
1917	MOROCC_	Wounded Morroc	
1918	MOROCC_1	Incarnation of Morroc	
1919	MOROCC_2	Incarnation of Morroc	
1920	MOROCC_3	Incarnation of Morroc	
1921	MOROCC_4	Incarnation of Morroc	
1922	G_MOROCC_1	Incarnation of Morroc	
1923	G_MOROCC_2	Incarnation of Morroc	
1924	G_MOROCC_3	Incarnation of Morroc	
1925	G_MOROCC_4	Incarnation of Morroc	
1926	JAKK_H	Jakk	
1927	WHISPER_H	Whisper	
1928	DEVIRUCHI_H	Deviruchi	
1929	BAPHOMET_I	Great Demon Baphomet	
1930	PIAMETTE	Piamette	
1931	WISH_MAIDEN	Wish Maiden	
1932	GARDEN_KEEPER	Garden Keeper	
1933	GARDEN_WATCHER	Garden Watcher	
1934	BLUE_FLOWER	Blue Flower	
1935	RED_FLOWER	Red Flower	
1936	YELL_FLOWER	Yellow Flower	
1937	CONSTANT_	Constant	
1938	TREASURE_BOX41	Treasure Chest	
1939	TREASURE_BOX42	Treasure Chest	
1940	TREASURE_BOX43	Treasure Chest	
1941	TREASURE_BOX44	Treasure Chest	
1942	TREASURE_BOX45	Treasure Chest	
1943	TREASURE_BOX46	Treasure Chest	
1944	TREASURE_BOX47	Treasure Chest	
1945	TREASURE_BOX48	Treasure Chest	
1946	TREASURE_BOX49	Treasure Chest	
1947	PIAMETTE_	Piamette	
1948	G_YGNIZEM	Ygnizem	
1949	B_S_GUARDIAN	Camp Guardian	
1950	B_B_GUARDIAN	Camp Guardian	
1951	CRYSTAL_6	Crystal	
1952	CRYSTAL_7	Crystal	
1953	CRYSTAL_8	Crystal	
1954	CRYSTAL_9	Crystal	
1955	TREASURE_BOX_I	Treasure Chest	
1956	NAGHT_SIEGER	Naght Sieger	
1957	ENTWEIHEN	Entweihen Crothen	
1958	G_ENTWEIHEN_R	Thorny Skeleton	
1959	G_ENTWEIHEN_H	Thorn of Recovery	
1960	G_ENTWEIHEN_M	Thorn of Magic	
1961	G_ENTWEIHEN_S	Thorn of Purification	
1962	ANTONIO_	Christmas Thief	
1963	P_CHUNG_E	New Year Doll	
1964	NIGHTMARE_T	Nightmare	
1965	M_WILD_ROSE	Wild Rose	
1966	M_DOPPELGANGER	Doppelganger	
1967	M_YGNIZEM	Ygnizem	
1968	E_STROUF	Strouf	
1969	E_MARC	Marc	
1970	E_OBEAUNE	Obeune	
1971	E_VADON	Vadon	
1972	E_MARINA	Marina	
1973	E_PORING	Poring	
1974	BANSHEE_MASTER	Banshee Master	
1975	BEHOLDER_MASTER	Beholder Master	
1976	COBALT_MINERAL	Cobalt Mineral	
1977	HEAVY_METALING	Heavy Metaling	
1978	HELL_APOCALIPS	Hell Apocalips	
1979	ZAKUDAM	Zukadam	
1980	KUBLIN	Kubkin	
1981	I_HIGH_ORC	Safeguard Chief	
1982	I_ORC_ARCHER	Orc Sniper	
1983	I_ORC_SKELETON	Depraved Orc Spirit	
1984	I_ORC_LADY	Shaman Cargalache	
1985	DANDELION	Dandelion Member	
1986	TATACHO	Tatacho	
1987	CENTIPEDE	Centipede	
1988	NEPENTHES	Nepenthes	
1989	HILLSRION	Hillslion	
1990	HARDROCK_MOMMOTH	Hardrock Mammoth	
1991	TENDRILRION	Tendrillion	
1992	CORNUS	Cornus	
1993	NAGA	Naga	
1994	LUCIOLA_VESPA	Luciola Vespa	
1995	PINGUICULA	Pinguicula	
1997	G_TATACHO	Tatacho	
1998	G_HILLSRION	Hillslion	
1999	CENTIPEDE_LARVA	Centipede Larva	
2008	WOOMAWANG	Woomawang	
2009	WOOMAWANG_	Woomawang	
2010	G_MAJORUROS	Ox	
2013	DRACO	Draco	
2014	DRACO_EGG	Draco Egg	
2015	PINGUICULA_D	Dark Pinguicula	
2016	AQUA_ELEMENTAL	Aqua Elemental	
2017	RATA	Rata	
2018	DUNEYRR	Duneyrr	
2019	ANCIENT_TREE	Ancient Tree	
2020	RHYNCHO	Rhyncho	
2021	PHYLLA	Phylla	
2022	S_NYDHOG	Nidhoggr's Shadow	
2023	DARK_SHADOW	Dark Shadow	
2024	BRADIUM_GOLEM	Bradium Golem	
2026	DANDELION_	Runaway Dandelion Member	
2027	G_DARK_SHADOW	Dark Shadow	
2030	HIDEN_PRIEST	Hiden Priest	
2031	DANDELION_H	Dandelion	
2042	SILVERSNIPER	Silver Sniper	
2043	MAGICDECOY_FIRE	Magic Decoy	
2044	MAGICDECOY_WATER	Magic Decoy	
2045	MAGICDECOY_EARTH	Magic Decoy	
2046	MAGICDECOY_WIND	Magic Decoy	
2047	W_NAGA	Naga	
2049	W_BRADIUM_GOLEM	Bradium Golem	
2057	E_CRAMP	Cramp	
2068	BOITATA	Boitata	
2069	IARA	Iara	
2070	PIRANHA	Piranha	
2071	HEADLESS_MULE	Headless Mule	
2072	JAGUAR	Jaguar	
2073	TOUCAN	Toucan	
2074	CURUPIRA	Curupira	
2076	S_WIND_GHOST	Shadow of Deception	
2077	S_SKOGUL	Shadow of Illusion	
2078	S_SUCCUBUS	Shadow of Pleasure	
2081	E_HYDRA	Suspicious Hydra	
2082	G_PIRANHA	Piranha	
2210	XMAS_LUNATIC	Xmas Lunatic	
2248	GOLDPORING	Golden Poring	
2308	KO_KAGE	Zanzou	
