# Item reference — generated from item_db.json
# id	aegis_name	name	type	script	on_equip_script	on_unequip_script	notes
2119	Improved_Arm_Guard	Advanced Arm Guard	IT_ARMOR	bonus bMdef,5;			
2120	Improved_Arm_Guard_	Advanced Arm Guard	IT_ARMOR	bonus bMdef,5;			
2121	Memorize_Book_	Memory Book	IT_ARMOR	bonus bInt,1;   bonus bMdef,2;			
2122	Platinum_Shield	Platinum Shield	IT_ARMOR	bonus bMdef,5;   bonus2 bSubSize,Size_Medium,15;   bonus2 bSubSize,Size_Large,15;   bonus2 bSubRace,RC_Undead,10;   bonus5 bAutoSpellWhenHit,NPC_MAGICMIRROR,2,150,BF_MAGIC,0;			
2123	Orleans_Server	Orleans's Server	IT_ARMOR	bonus bMdef,2;   bonus bMagicDamageReturn,5;			
2124	Thorny_Buckler	Thorny Buckler	IT_ARMOR	bonus bMdef,2;			
2125	Strong_Shield	Strong Shield	IT_ARMOR	bonus bNoKnockback,0;   bonus2 bSubEle,Ele_Neutral,-20;   bonus2 bSubEle,Ele_Fire,-20;   bonus2 bSubEle,Ele_Water,-20;   bonus2 bSubEle,Ele_Wind,-20;   bonus2 bSubEle,Ele_Earth,-20;   bonus2 bSubEle,Ele_Dark,-20;   bonus2 bSubEle,Ele_Holy,-20;   bonus2 bSubEle,Ele_Ghost,-20;			
2126	Guyak_Shield	Guyak Shield	IT_ARMOR	bonus bMdef,3;			
2127	Secular_Mission	Secular Mission	IT_ARMOR	bonus2 bSubRace, RC_All, 25;			
2128	Herald_Of_GOD_	Sacred Mission	IT_ARMOR	bonus bVit,3;   bonus bInt,2;   bonus bMdef,3;   bonus bUnbreakableShield,0;			
2129	Exorcism_Bible	Exorcism Bible	IT_ARMOR	bonus bHPrecovRate,3;   bonus bSPrecovRate,3;   bonus bInt,1;			
2130	Cross_Shield	Cross Shield	IT_ARMOR	bonus bStr,1;   bonus2 bSkillAtk,PA_SHIELDCHAIN,30;   bonus2 bSkillAtk,CR_SHIELDBOOMERANG,30;   bonus bUseSPrate,10;			
2131	Magic_Study_Vol1	Magic Bible Vol1	IT_ARMOR	bonus bMdef,3;   bonus bInt,2;   bonus2 bAddEffWhenHit,Eff_Stun,1000;			
2132	Shelter_Resistance	Shell Of Resistance	IT_ARMOR	bonus2 bSubEle,Ele_Neutral,20;   bonus2 bSubEle,Ele_Water,20;   bonus2 bSubEle,Ele_Earth,20;   bonus2 bSubEle,Ele_Fire,20;   bonus2 bSubEle,Ele_Wind,20;   bonus2 bSubEle,Ele_Poison,20;   bonus2 bSubEle,Ele_Holy,20;   bonus2 bSubEle,Ele_Dark,20;   bonus2 bSubEle,Ele_Ghost,20;   bonus2 bSubEle,Ele_Undead,20;   bonus bShortWeaponDamageReturn,1;			
2133	Tournament_Shield	Tournament Shield	IT_ARMOR	bonus2 bAddRace, RC_All, 1;   if (Class == Job_Lord_Knight)    bonus bAspdRate,-5;			
2134	Shield_Of_Naga	Shield of Naga	IT_ARMOR	bonus bMdef,3;   autobonus2 "{ bonus bShortWeaponDamageReturn,(getrefine()*3); }",10,5000,BF_WEAPON,"{ specialeffect(EF_GUARD, AREA, playerattached()); }";			
2135	Shadow_Guard	Shadow Guard	IT_ARMOR				
2136	Cracked_Buckler	Cracked Buckler	IT_ARMOR	bonus bAgi,2;   bonus2 bAddEle,Ele_Neutral,-10;   bonus3 bAutoSpellWhenHit,PR_KYRIE,1,50;   bonus bMdef,1;			
2137	Valkyrjas_Shield_C	Neo Valkyrja's Shield	IT_ARMOR	bonus2 bSubEle,Ele_Water,20;   bonus2 bSubEle,Ele_Fire,20;   bonus2 bSubEle,Ele_Dark,20;   bonus2 bSubEle,Ele_Undead,20;   bonus bMdef,5;			
2138	Bradium_Shield	Bradium Shield	IT_ARMOR	bonus2 bSkillAtk,CR_SHIELDBOOMERANG,60;   bonus bAgi,-1;   bonus bMaxHP,500;			
2139	Flame_Thrower	Flame Thrower	IT_ARMOR				
2199	Ahura_Mazda	Ahura Mazdah	IT_ARMOR	bonus bAllStats,50;   bonus bMdef,99;   bonus bShortWeaponDamageReturn,100;   bonus2 bSubRace,RC_DemiPlayer,95;   skill CR_FULLPROTECTION,5;   skill WZ_ESTIMATION,1;   skill ST_FULLSTRIP,5;   skill HW_MAGICPOWER,10;   bonus bMaxHPrate,200;   bonus bNoGemStone,0;   bonus bSpeedRate,25;	sc_start4 SC_ENDURE,60000,10,0,0,1;	sc_end SC_ENDURE;	
2201	Sunglasses	Sunglasses	IT_ARMOR	bonus2 bResEff,Eff_Blind,500;			
2202	Sunglasses_	Sunglasses	IT_ARMOR	bonus2 bResEff,Eff_Blind,500;			
2203	Glasses	Glasses	IT_ARMOR				
2204	Glasses_	Glasses	IT_ARMOR				
2205	Divers_Goggles	Diver Goggles	IT_ARMOR				
2206	Wedding_Veil	Wedding Veil	IT_ARMOR	bonus bMdef,5;			
2207	Fancy_Flower	Fancy Flower	IT_ARMOR	bonus2 bSubRace,RC_Plant,10;			
2208	Ribbon	Ribbon	IT_ARMOR	bonus bMdef,3;			
2209	Ribbon_	Ribbon	IT_ARMOR	bonus bMdef,3;			
2210	Hair_Band	Hair Band	IT_ARMOR				
2211	Bandana	Bandana	IT_ARMOR				
2212	Eye_Bandage	Eye Patch	IT_ARMOR				
2213	Cat_Hairband	Kitty Band	IT_ARMOR				
2214	Bunny_Band	Bunny Band	IT_ARMOR	bonus bLuk,2;			
2215	Flower_Hairband	Flower Band	IT_ARMOR				
2216	Biretta	Biretta	IT_ARMOR				
2217	Biretta_	Biretta	IT_ARMOR				
2218	Flu_Mask	Flu Mask	IT_ARMOR	bonus2 bResEff,Eff_Silence,1000;			
2219	Flu_Mask_	Flu Mask	IT_ARMOR	bonus2 bResEff,Eff_Silence,1000;			
2220	Hat	Hat	IT_ARMOR				
2221	Hat_	Hat	IT_ARMOR				
2222	Turban	Turban	IT_ARMOR				
2223	Turban_	Turban	IT_ARMOR				
2224	Goggle	Goggles	IT_ARMOR				
2225	Goggle_	Goggles	IT_ARMOR				
2226	Cap	Cap	IT_ARMOR				
2227	Cap_	Cap	IT_ARMOR				
2228	Helm	Helm	IT_ARMOR				
2229	Helm_	Helm	IT_ARMOR				
2230	Gemmed_Sallet	Gemmed Sallet	IT_ARMOR	bonus bMdef,3;			
2231	Gemmed_Sallet_	Gemmed Sallet	IT_ARMOR	bonus bMdef,3;			
2232	Circlet	Circlet	IT_ARMOR	bonus bMdef,3;			
2233	Circlet_	Circlet	IT_ARMOR	bonus bMdef,3;			
2234	Tiara	Tiara	IT_ARMOR	bonus bInt,2;			
2235	Crown	Crown	IT_ARMOR	bonus bInt,2;			
2236	Santas_Hat	Santa Hat	IT_ARMOR	bonus bMdef,1;   bonus bLuk,1;			
2237	Weird_Goatee	Bandit Beard	IT_ARMOR				
2238	Weird_Moustache	Moustache	IT_ARMOR				
2239	One_Eyed_Glass	Monocle	IT_ARMOR				
2240	Beard	Beard	IT_ARMOR				
2241	Granpa_Beard	Grampa Beard	IT_ARMOR				
2242	Luxury_Sunglasses	Purple Glasses	IT_ARMOR	bonus2 bResEff,Eff_Blind,1000;			
2243	Spinning_Eyes	Geek Glasses	IT_ARMOR	bonus2 bResEff,Eff_Blind,1500;			
2244	Big_Sis_Ribbon	Big Ribbon	IT_ARMOR	bonus bMdef,3;			
2245	Sweet_Gents	Sweet Gent	IT_ARMOR				
2246	Golden_Gear	Golden Gear	IT_ARMOR	bonus bUnbreakableHelm,0;			
2247	Oldmans_Romance	Romantic Gent	IT_ARMOR				
2248	Western_Grace	Western Grace	IT_ARMOR				
2249	Coronet	Coronet	IT_ARMOR	bonus bInt,1;			
2250	Fillet	Cute Ribbon	IT_ARMOR	bonus bMaxSP,20;			
2251	Holy_Bonnet	Monk Hat	IT_ARMOR	bonus bMdef,3;			
2252	Star_Sparkling	Wizard Hat	IT_ARMOR	bonus bMaxSP,100;			
2253	Sunflower	Sunflower	IT_ARMOR	bonus2 bSubRace,RC_Insect,10;			
2254	Angelic_Chain	Angel Wing	IT_ARMOR	bonus bMdef,3;   bonus bAgi,1;   bonus bLuk,1;   bonus2 bSubRace,RC_Demon,3;			
2255	Satanic_Chain	Evil Wing	IT_ARMOR	bonus bMdef,2;   bonus bStr,1;   bonus2 bSubRace,RC_Angel,3;			
2256	Magestic_Goat	Majestic Goat	IT_ARMOR	bonus bStr,1;			
2257	Snowy_Horn	Unicorn Horn	IT_ARMOR				
2258	Sharp_Gear	Spiky Band	IT_ARMOR				
2259	Mini_Propeller	Mini Propeller	IT_ARMOR				
2260	Mini_Glasses	Mini Glasses	IT_ARMOR				
2261	Prontera_Army_Cap	Army Cap	IT_ARMOR				
2262	Pierrot_Nose	Clown Nose	IT_ARMOR				
2263	Gangster_Patch	Zorro Masque	IT_ARMOR				
2264	Munak_Turban	Munak Hat	IT_ARMOR	bonus2 bSubRace,RC_Undead,10;			
2265	Ganster_Mask	Gangster Mask	IT_ARMOR	bonus2 bResEff,Eff_Silence,1500;			
2266	Iron_Cane	Iron Cain	IT_ARMOR				
2267	Cigar	Cigarette	IT_ARMOR	bonus2 bSubRace,RC_Insect,3;			
2268	Smoking_Pipe	Pipe	IT_ARMOR	bonus2 bSubRace,RC_Insect,3;			
2269	Centimental_Flower	Romantic Flower	IT_ARMOR	bonus2 bSubRace,RC_Plant,3;			
2270	Centimental_Leaf	Romantic Leaf	IT_ARMOR	bonus2 bSubRace,RC_Plant,3;			
2271	Jack_A_Dandy	Jack be Dandy	IT_ARMOR				
2272	Stop_Post	Stop Post	IT_ARMOR				
2273	Doctor_Cap	Doctor Band	IT_ARMOR	bonus bInt,1;			
2274	Ghost_Bandana	Ghost Bandana	IT_ARMOR	bonus bAgi,2;   bonus2 bSubEle,Ele_Ghost,10;			
2275	Red_Bandana	Red Bandana	IT_ARMOR				
2276	Eagle_Eyes	Angled Glasses	IT_ARMOR				
2277	Nurse_Cap	Nurse Cap	IT_ARMOR	bonus bInt,1;			
2278	Mr_Smile	Mr. Smile	IT_ARMOR				
2279	Bomb_Wick	Bomb Wick	IT_ARMOR				
2280	Sahkkat	Sakkat	IT_ARMOR	bonus bAgi,1;			
2281	Phantom_Of_Opera	Opera Masque	IT_ARMOR				
2282	Spirit_Chain	Halo	IT_ARMOR	bonus2 bSubEle,Ele_Holy,15;			
2283	Ear_Mufs	Ear Muffs	IT_ARMOR	bonus2 bResEff,Eff_Curse,1000;			
2284	Antler	Antlers	IT_ARMOR				
2285	Apple_Of_Archer	Apple of Archer	IT_ARMOR	bonus bDex,3;			
2286	Elven_Ears	Elven Ears	IT_ARMOR				
2287	Pirate_Bandana	Pirate Bandana	IT_ARMOR	bonus bStr,1;			
2288	Mr_Scream	Mr. Scream	IT_ARMOR				
2289	Poo_Poo_Hat	Poo Poo Hat	IT_ARMOR	bonus2 bSubRace,RC_DemiPlayer,10;			
2290	Funeral_Costume	Funeral Hat	IT_ARMOR				
2291	Masquerade	Masquerade	IT_ARMOR	bonus2 bAddRace,RC_DemiPlayer,3;			
2292	Welding_Mask	Welding Mask	IT_ARMOR	bonus2 bSubEle,Ele_Fire,10;			
2293	Pretend_Murdered	Pretend Murdered	IT_ARMOR				
2294	Star_Dust	Stellar	IT_ARMOR				
2295	Blinker	Blinker	IT_ARMOR	bonus2 bResEff,Eff_Blind,10000;			
2296	Binoculars	Binoculars	IT_ARMOR	bonus bDex,1;			
2297	Goblini_Mask	Goblin Mask	IT_ARMOR				
2298	Green_Feeler	Green Feeler	IT_ARMOR				
2299	Viking_Helm	Orc Helm	IT_ARMOR				
2301	Cotton_Shirt	Cotton Shirt	IT_ARMOR				
2302	Cotton_Shirt_	Cotton Shirt	IT_ARMOR				
2303	Leather_Jacket	Jacket	IT_ARMOR				
2304	Leather_Jacket_	Jacket	IT_ARMOR				
2305	Adventure_Suit	Adventurer's Suit	IT_ARMOR				
2306	Adventureres_Suit_	Adventurer's Suit	IT_ARMOR				
2307	Mantle	Mantle	IT_ARMOR				
2308	Mantle_	Mantle	IT_ARMOR				
2309	Coat	Coat	IT_ARMOR				
2310	Coat_	Coat	IT_ARMOR				
2311	Mink_Coat	Mink Coat	IT_ARMOR				
2312	Padded_Armor	Padded Armor	IT_ARMOR				
2313	Padded_Armor_	Padded Armor	IT_ARMOR				
2314	Chain_Mail	Chain Mail	IT_ARMOR				
2315	Chain_Mail_	Chain Mail	IT_ARMOR				
2316	Plate_Armor	Full Plate	IT_ARMOR				
2317	Plate_Armor_	Full Plate	IT_ARMOR				
2318	Clothes_Of_The_Lord	Lord's Clothes	IT_ARMOR	bonus bMdef,5;   bonus bInt,1;			
2319	Glittering_Clothes	Glittering Jacket	IT_ARMOR	bonus bMdef,5;   bonus2 bAddEff,Eff_Blind,300;			
2320	Formal_Suit	Formal Suit	IT_ARMOR				
2321	Silk_Robe	Silk Robe	IT_ARMOR	bonus bMdef,10;			
2322	Silk_Robe_	Silk Robe	IT_ARMOR	bonus bMdef,10;			
2323	Scapulare	Scapulare	IT_ARMOR				
2324	Scapulare_	Scapulare	IT_ARMOR				
2325	Saint_Robe	Saint's Robe	IT_ARMOR	bonus bMdef,5;			
2326	Saint_Robe_	Saint's Robe	IT_ARMOR	bonus bMdef,5;			
2327	Holy_Robe	Holy Robe	IT_ARMOR	bonus bMdef,5;   bonus2 bSubRace,RC_Demon,15;   bonus2 bSubEle,Ele_Dark,10;			
2328	Wooden_Mail	Wooden Mail	IT_ARMOR				
2329	Wooden_Mail_	Wooden Mail	IT_ARMOR				
2330	Tights	Tights	IT_ARMOR	bonus bDex,1;			
2331	Tights_	Tights	IT_ARMOR	bonus bDex,1;			
2332	Silver_Robe	Silver Robe	IT_ARMOR				
2333	Silver_Robe_	Silver Robe	IT_ARMOR				
2334	Mage_Coat	Mage Coat	IT_ARMOR	bonus bMdef,5;   bonus bInt,1;			
2335	Thief_Clothes	Thief Clothes	IT_ARMOR	bonus bAgi,1;			
2336	Thief_Clothes_	Thief Clothes	IT_ARMOR	bonus bAgi,1;			
2337	Ninja_Suit	Ninja Suit	IT_ARMOR	bonus bAgi,1;   bonus bMdef,3;			
2338	Wedding_Dress	Wedding Dress	IT_ARMOR	bonus bMdef,15;			
2339	G_Strings	Pantie	IT_ARMOR				
2340	Novice_Breast	Novice Breastplate	IT_ARMOR				
2341	Full_Plate_Armor	Legion Plate Armor	IT_ARMOR				
2342	Full_Plate_Armor_	Legion Plate Armor	IT_ARMOR				
2343	Robe_Of_Casting	Robe of Cast	IT_ARMOR	bonus bCastrate,-3;   bonus bMdef,4;			
2344	Flame_Sprits_Armor	Lucius's Fierce Armor of Volcano	IT_ARMOR	bonus bDefEle,Ele_Fire;			
2345	Flame_Sprits_Armor_	Lucius's Fierce Armor of Volcano	IT_ARMOR	bonus bDefEle,Ele_Fire;			
2346	Water_Sprits_Armor	Saphien's Armor of Ocean	IT_ARMOR	bonus bDefEle,Ele_Water;			
2347	Water_Sprits_Armor_	Saphien's Armor of Ocean	IT_ARMOR	bonus bDefEle,Ele_Water;			
2348	Wind_Sprits_Armor	Aebecee's Raging Typhoon Armor	IT_ARMOR	bonus bDefEle,Ele_Wind;			
2349	Wind_Sprits_Armor_	Aebecee's Raging Typhoon Armor	IT_ARMOR	bonus bDefEle,Ele_Wind;			
2350	Earth_Sprits_Armor	Claytos Cracking Earth Armor	IT_ARMOR	bonus bDefEle,Ele_Earth;			
2351	Earth_Sprits_Armor_	Claytos Cracking Earth Armor	IT_ARMOR	bonus bDefEle,Ele_Earth;			
2352	Novice_Plate	Tattered Novice Ninja Suit	IT_ARMOR				
2353	Odins_Blessing	Odin's Blessing	IT_ARMOR				
2354	Goibnes_Armor	Goibne's Armor	IT_ARMOR	bonus bVit,2;   bonus bMaxHPrate,10;			
2355	Angels_Protection	Angelic Protection	IT_ARMOR	bonus bMdef,20;			
2356	Vestment_Of_Grace	Blessed Holy Robe	IT_ARMOR	bonus bMdef,5;   bonus2 bResEff,Eff_Blind,8000;			
2357	Valkyrie_Armor	Valkyrian Armor	IT_ARMOR	bonus bAllStats,1;   bonus bUnbreakableArmor,0;   if(BaseClass==Job_Mage||BaseClass==Job_Archer||BaseClass==Job_Acolyte) bonus2 bResEff,Eff_Silence,5000;   else if(BaseClass==Job_Swordman||BaseClass==Job_Merchant||BaseClass==Job_Thief) bonus2 bResEff,Eff_Stun,5000;			
2358	Dress_Of_Angel	Angel's Dress	IT_ARMOR	bonus bLuk,4;			
2359	Ninja_Suit_	Ninja Suit	IT_ARMOR	bonus bAgi,1;   bonus bMdef,3;			
2360	Robe_Of_Casting_	Robe of Cast	IT_ARMOR	bonus bCastrate,-3;   bonus bMdef,4;			
2361	Blue_Aodai	Blue Robe	IT_ARMOR	bonus bAllStats,3;   bonus bMdef,5;			
2362	Red_Aodai	Red Robe	IT_ARMOR	bonus bAllStats,3;   bonus bMdef,5;			
2363	White_Aodai	White Robe	IT_ARMOR	bonus bAllStats,3;   bonus bMdef,5;			
2364	Meteo_Plate_Armor	Meteo Plate Armor	IT_ARMOR	bonus2 bResEff,Eff_Stun,3000;   bonus2 bResEff,Eff_Freeze,3000;			
2365	Orleans_Gown	Orleans's Gown	IT_ARMOR	bonus bCastrate,15;   bonus bNoCastCancel,0;			
2366	Divine_Cloth	Divine Cloth	IT_ARMOR	bonus2 bResEff,Eff_Curse,500;   bonus2 bResEff,Eff_Silence,500;   bonus2 bResEff,Eff_Stun,500;   bonus2 bResEff,Eff_Stone,500;   bonus2 bResEff,Eff_Sleep,500;			
2367	Sniping_Suit	Sniping Suit	IT_ARMOR	bonus bMdef,5;   bonus bCritical,6+(readparam(bLuk)/10);   bonus bDelayrate,-23;			
2368	Golden_Armor	Golden Armor	IT_ARMOR	bonus bMdef,4;			
2369	Freyja_Overcoat	Freyja Overcoat	IT_ARMOR	bonus bUnbreakableArmor,0;   bonus2 bSubRace,RC_DemiPlayer,10;			
2370	Used_Mage_Coat	Used Mage Coat	IT_ARMOR	bonus bMaxHP,300;   bonus bMaxSP,30;   bonus bBaseAtk,10;   bonus bAgi,1;			
2371	G_Strings_	Pantie	IT_ARMOR				
2372	Mage_Coat_	Mage Coat	IT_ARMOR	bonus bMdef,5;   bonus bInt,1;			
2373	Holy_Robe_	Holy Robe	IT_ARMOR	bonus bMdef,5;   bonus2 bSubRace,RC_Demon,15;   bonus2 bSubEle,Ele_Dark,10;			
2374	Diabolus_Robe	Diabolus Robe	IT_ARMOR	bonus bMaxSP,150;   bonus bMdef,5;   bonus bHealPower,6;   bonus bDelayrate,-10;			
2375	Diabolus_Armor	Diabolus Armor	IT_ARMOR	bonus bStr,2;   bonus bDex,1;   bonus bMaxHP,150;   bonus2 bResEff,Eff_Stun,500;   bonus2 bResEff,Eff_Stone,500;			
2376	Assaulter_Plate	Assaulter Plate	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2377	Elite_Engineer_Armor	Elite Engineer Armor	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2378	Assassin_Robe	Assassin Robe	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2379	Warlock_Battle_Robe	Warlock's Battle Robe	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2380	Medic_Robe	Medic's Robe	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2381	Elite_Archer_Suit	Elite Archer Suit	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2382	Elite_Shooter_Suit	Elite Shooter Suit	IT_ARMOR	bonus bMaxHP,150;   bonus bMdef,2;   bonus2 bSubRace,RC_DemiPlayer,2;			
2383	Brynhild	Brynhild	IT_ARMOR	bonus bMdef,10;   bonus bMaxHP,20*BaseLevel;   bonus bMaxSP,5*BaseLevel;   bonus2 bAddRace, RC_All, 10;   bonus bMatkRate,10;   bonus bUnbreakableArmor,0;   bonus bNoKnockback,0;			
2384	Spritual_Tunic	Spiritual Tunic	IT_ARMOR	bonus bMaxHP,800;   bonus2 bResEff,Eff_Freeze,10000;   bonus2 bSubEle,Ele_Earth,20;   bonus2 bSubEle,Ele_Fire,20;   bonus2 bSubEle,Ele_Wind,20;   bonus2 bSubEle,Ele_Poison,20;   bonus2 bSubEle,Ele_Holy,20;   bonus2 bSubEle,Ele_Dark,20;   bonus2 bSubEle,Ele_Ghost,20;   bonus2 bSubEle,Ele_Undead,20;			
2385	Recuperative_Armor	Recuperative Armor	IT_ARMOR	bonus bNoRegen,1;   bonus bNoRegen,2;   bonus bHPGainValue,60;   bonus bSPGainValue,6;   bonus bMagicHPGainValue,60;   bonus bMagicSPGainValue,6;		heal 0,-100;	
2386	Chameleon_Armor	Chameleon Armor	IT_ARMOR	bonus bMaxHP,(BaseLevel*7);   bonus bMaxSP,(BaseLevel/2);   autobonus2 "{ bonus bNoMagicDamage,100; }",10,2000,BF_MAGIC,"{ specialeffect(EF_ENERGYCOAT, AREA, playerattached()); }";   if( BaseClass==Job_Mage||BaseClass==Job_Archer||BaseClass==Job_Acolyte ) bonus bMdef,5;   else if( BaseClass==Job_Swordman||BaseClass==Job_Merchant||BaseClass==Job_Thief ) bonus bDef,3;			
2387	Sprint_Mail	Sprint Mail	IT_ARMOR	bonus bVit,1;   bonus bHPrecovRate,5;   bonus bAddItemHealRate,3;   bonus2 bSkillHeal,AL_HEAL,3;			
2388	Kandura	Kandura	IT_ARMOR	bonus bAgi,1;   bonus bFlee,5;   bonus bAspdRate,2;			
2389	Armor_Of_Naga	Armor of Naga	IT_ARMOR	bonus bMdef,2;   autobonus "{ bonus bBaseAtk,20; }",10,10000,BF_WEAPON,"{ specialeffect(EF_ENHANCE, AREA, playerattached()); }";			
2390	Improved_Tights	Improved Tights	IT_ARMOR	bonus bMdef,2;   bonus bFlee2,3;			
2391	Life_Link	Life Link	IT_ARMOR	bonus bVit,2;   bonus bMdef,5;   bonus bHPrecovRate,50;			
2392	Old_Pant	Old Green Pantie	IT_ARMOR	bonus bStr,2;   bonus bVit,2;   bonus bMaxHP,200;   bonus3 bAutoSpellWhenHit,MO_CALLSPIRITS,5,20;   bonus bMdef,1;			
2393	N_Adventurers_Suit	Novice Adventurer's Suit	IT_ARMOR				
2394	Krieger_Suit1	Glorious Suit	IT_ARMOR	bonus bMaxHPrate,20;   bonus2 bSubRace,RC_DemiPlayer,7;			
2395	Krieger_Suit2	Glorious Popularized Suit	IT_ARMOR	bonus bMaxHP,600;   bonus bSPrecovRate,10;			
2396	Krieger_Suit3	Glorious Mass-Production Suit	IT_ARMOR	bonus bMaxHP,500;			
2397	Incredible_Coat	Incredible Event Resignation Coat	IT_ARMOR				
2398	Sniping_Suit_M	Sniping Suit	IT_ARMOR	bonus bMdef,5;   bonus bCritical,6+(readparam(bLuk)/10);   bonus bDelayrate,-23;			
2399	Dragon_Vest	Dragon Vest	IT_ARMOR	bonus bMdef,3;			
2401	Sandals	Sandals	IT_ARMOR				
2402	Sandals_	Sandals	IT_ARMOR				
2403	Shoes	Shoes	IT_ARMOR				
2404	Shoes_	Shoes	IT_ARMOR				
2405	Boots	Boots	IT_ARMOR				
2406	Boots_	Boots	IT_ARMOR				
2407	Chrystal_Pumps	Crystal Pumps	IT_ARMOR	bonus bMdef,10;   bonus bLuk,5;			
2408	Cuffs	Shackles	IT_ARMOR				
2409	Spiky_Heel	High Heels	IT_ARMOR	bonus bMdef,5;			
2410	Sleipnir	Sleipnir	IT_ARMOR	bonus bMdef,10;   bonus bMaxHPrate,20;   bonus bMaxSPrate,20;   bonus bSPrecovRate,15;   bonus bSpeedRate,25;			
2411	Grave	Greaves	IT_ARMOR				
2412	Grave_	Greaves	IT_ARMOR				
2413	Safty_Boots	Safety Boots	IT_ARMOR				
2414	Novice_Boots	Novice Slippers	IT_ARMOR				
2415	Slipper	Bunny Slipper	IT_ARMOR	bonus bLuk,3;   bonus bMdef,3;			
2416	Novice_Shoes	Novice Shoes	IT_ARMOR	bonus bMaxHPrate,5;			
2417	Fricco_Shoes	Fricco's Shoes	IT_ARMOR	bonus bAgi,2;   bonus2 bAddItemHealRate,Red_Potion,20;   bonus2 bAddItemHealRate,Yellow_Potion,20;   bonus2 bAddItemHealRate,Orange_Potion,20;   bonus2 bAddItemHealRate,White_Potion,20;			
2418	Vidars_Boots	Vidar's Boots	IT_ARMOR	bonus bMaxHPrate,9;   bonus bMaxSPrate,9;			
2419	Goibnes_Combat_Boots	Goibne's Greaves	IT_ARMOR	bonus bMdef,3;   bonus bMaxHPrate,5;   bonus bMaxSPrate,5;			
2420	Angels_Arrival	Angel's Reincarnation	IT_ARMOR	bonus bMaxHP,100;			
2421	Valkyrie_Shoes	Valkyrian Shoes	IT_ARMOR	bonus bUnbreakableShoes,0;   if(BaseClass==Job_Mage||BaseClass==Job_Archer||BaseClass==Job_Acolyte) bonus bMaxHP,(BaseLevel*5);   else if(BaseClass==Job_Swordman||BaseClass==Job_Merchant||BaseClass==Job_Thief) bonus bMaxSP,(JobLevel*2);			
2422	High_Fashion_Sandals	High Fashion Sandals	IT_ARMOR	bonus bMdef,10;			
2423	Variant_Shoes	Variant Shoes	IT_ARMOR	bonus bMaxHPrate,20-getrefine();   bonus bMaxSPrate,20-getrefine();   bonus bDef,getrefine()/2;			
2424	Tidal_Shoes	Tidal Shoes	IT_ARMOR	bonus2 bSubEle,Ele_Water,5;			
2425	Black_Leather_Boots	Black Leather Boots	IT_ARMOR	bonus bAgi,1;   if(getrefine()>=9) bonus bAgi,2;			
2426	Shadow_Walk	Shadow Walk	IT_ARMOR	bonus bMdef,10;   if(getskilllv(AS_CLOAKING)<2) {    bonus5 bAutoSpellWhenHit,AS_CLOAKING,2,100,BF_MAGIC,0;   }   else bonus5 bAutoSpellWhenHit,AS_CLOAKING,getskilllv(AS_CLOAKING),100,BF_MAGIC,0;			
2427	Golden_Shoes	Golden Shoes	IT_ARMOR	bonus bMdef,4;			
2428	Freyja_Boots	Freyja Boots	IT_ARMOR	bonus2 bSubRace,RC_DemiPlayer,5;			
2429	Iron_Boots01	Iron Boots	IT_ARMOR				
2430	Iron_Boots02	Iron Boots	IT_ARMOR				
2431	Valley_Shoes	Valley Shoes	IT_ARMOR	bonus bMaxHPrate,7;   bonus bMaxSPrate,7;			
2432	Spiky_Heel_	High Heels	IT_ARMOR	bonus bMdef,5;			
2433	Diabolus_Boots	Diabolus Boots	IT_ARMOR	bonus bMaxHP,(BaseLevel*10);			
2434	Black_Leather_Boots_	Black Leather Boots	IT_ARMOR	bonus bAgi,1;   if(getrefine()>=9) bonus bAgi,2;			
2435	Battle_Greave	Battle Greaves	IT_ARMOR	bonus bMaxHP,100;   bonus bMdef,1;   bonus2 bSubRace,RC_DemiPlayer,1;			
2436	Combat_Boots	Combat Boots	IT_ARMOR	bonus bMaxHP,100;   bonus bMdef,1;   bonus2 bSubRace,RC_DemiPlayer,1;			
2437	Battle_Boots	Battle Boots	IT_ARMOR	bonus bMaxHP,100;   bonus bMdef,1;   bonus2 bSubRace,RC_DemiPlayer,1;			
2438	Paw_Of_Cat	Paw Of Cat	IT_ARMOR	bonus bFlee,5;   bonus bAgi,1;   skill ALL_CATCRY, 1;			
2439	Refresh_Shoes	Refresh Shoes	IT_ARMOR	bonus bMaxHPrate,17;   bonus bMaxSPrate,8;   bonus2 bHPRegenRate,20,10000;   bonus2 bSPRegenRate,3,10000;			
2440	Sprint_Shoes	Sprint Shoes	IT_ARMOR	bonus bAgi,1;   bonus bSPrecovRate,5;			
