# Job → Skill ID map — generated from skill_tree.json + skills.json
# job_id	skill_id	skill_constant
4013	376	ASC_KATAR
4013	406	ASC_METEORASSAULT
4013	135	AS_CLOAKING
4013	138	AS_ENCHANTPOISON
4013	137	AS_GRIMTOOTH
4013	134	AS_KATAR
4013	133	AS_LEFT
4013	139	AS_POISONREACT
4013	132	AS_RIGHT
4013	1003	AS_SONICACCEL
4013	136	AS_SONICBLOW
4013	141	AS_SPLASHER
4013	140	AS_VENOMDUST
4013	1004	AS_VENOMKNIFE
4013	1	NV_BASIC
4013	142	NV_FIRSTAID
4013	143	NV_TRICKDEAD
4013	150	TF_BACKSLIDING
4013	53	TF_DETOXIFY
4013	48	TF_DOUBLE
4013	51	TF_HIDING
4013	49	TF_MISS
4013	151	TF_PICKSTONE
4013	52	TF_POISON
4013	149	TF_SPRINKLESAND
4013	50	TF_STEAL
4013	152	TF_THROWSTONE
4013	408	WE_BABY
4013	410	WE_CALLBABY
4013	409	WE_CALLPARENT
4015	681	ALL_INCCARRY
4015	35	AL_CURE
4015	23	AL_DEMONBANE
4015	22	AL_DP
4015	28	AL_HEAL
4015	249	CR_AUTOGUARD
4015	257	CR_DEFENDER
4015	255	CR_DEVOTION
4015	254	CR_GRANDCROSS
4015	253	CR_HOLYCROSS
4015	256	CR_PROVIDENCE
4015	252	CR_REFLECTSHIELD
4015	251	CR_SHIELDBOOMERANG
4015	250	CR_SHIELDCHARGE
4015	1002	CR_SHRINK
4015	258	CR_SPEARQUICKEN
4015	248	CR_TRUST
4015	64	KN_CAVALIERMASTERY
4015	63	KN_RIDING
4015	55	KN_SPEARMASTERY
4015	1	NV_BASIC
4015	142	NV_FIRSTAID
4015	143	NV_TRICKDEAD
4015	369	PA_GOSPEL
4015	367	PA_PRESSURE
4015	368	PA_SACRIFICE
4015	480	PA_SHIELDCHAIN
4015	146	SM_AUTOBERSERK
4015	5	SM_BASH
4015	8	SM_ENDURE
4015	145	SM_FATALBLOW
4015	7	SM_MAGNUM
4015	144	SM_MOVINGRECOVERY
4015	6	SM_PROVOKE
4015	4	SM_RECOVERY
4015	2	SM_SWORD
4015	3	SM_TWOHAND
4015	408	WE_BABY
4015	410	WE_CALLBABY
4015	409	WE_CALLPARENT
4016	681	ALL_INCCARRY
4016	33	AL_ANGELUS
4016	34	AL_BLESSING
4016	32	AL_CRUCIS
4016	35	AL_CURE
4016	30	AL_DECAGI
4016	23	AL_DEMONBANE
4016	22	AL_DP
4016	28	AL_HEAL
4016	156	AL_HOLYLIGHT
4016	31	AL_HOLYWATER
4016	29	AL_INCAGI
4016	25	AL_PNEUMA
4016	24	AL_RUWACH
4016	26	AL_TELEPORT
4016	27	AL_WARP
4016	372	CH_CHAINCRUSH
4016	370	CH_PALMSTRIKE
4016	401	CH_SOULCOLLECT
4016	371	CH_TIGERFIST
4016	262	MO_ABSORBSPIRITS
4016	1016	MO_BALKYOUNG
4016	269	MO_BLADESTOP
4016	264	MO_BODYRELOCATION
4016	261	MO_CALLSPIRITS
4016	272	MO_CHAINCOMBO
4016	273	MO_COMBOFINISH
4016	265	MO_DODGE
4016	270	MO_EXPLOSIONSPIRITS
4016	271	MO_EXTREMITYFIST
4016	267	MO_FINGEROFFENSIVE
4016	266	MO_INVESTIGATE
4016	259	MO_IRONHAND
4016	1015	MO_KITRANSLATION
4016	260	MO_SPIRITSRECOVERY
4016	268	MO_STEELBODY
4016	263	MO_TRIPLEATTACK
4016	1	NV_BASIC
4016	142	NV_FIRSTAID
4016	143	NV_TRICKDEAD
4016	408	WE_BABY
4016	410	WE_CALLBABY
4016	409	WE_CALLPARENT
4017	681	ALL_INCCARRY
4017	14	MG_COLDBOLT
4017	157	MG_ENERGYCOAT
4017	17	MG_FIREBALL
4017	19	MG_FIREBOLT
4017	18	MG_FIREWALL
4017	15	MG_FROSTDIVER
4017	20	MG_LIGHTNINGBOLT
4017	11	MG_NAPALMBEAT
4017	12	MG_SAFETYWALL
4017	10	MG_SIGHT
4017	13	MG_SOULSTRIKE
4017	9	MG_SRECOVERY
4017	16	MG_STONECURSE
4017	21	MG_THUNDERSTORM
4017	1	NV_BASIC
4017	142	NV_FIRSTAID
4017	143	NV_TRICKDEAD
4017	482	PF_DOUBLECASTING
4017	404	PF_FOGWALL
4017	373	PF_HPCONVERSION
4017	403	PF_MEMORIZE
4017	402	PF_MINDBREAKER
4017	375	PF_SOULBURN
4017	374	PF_SOULCHANGE
4017	405	PF_SPIDERWEB
4017	290	SA_ABRACADABRA
4017	274	SA_ADVANCEDBOOK
4017	279	SA_AUTOSPELL
4017	275	SA_CASTCANCEL
4017	1007	SA_CREATECON
4017	286	SA_DELUGE
4017	289	SA_DISPELL
4017	284	SA_DRAGONOLOGY
4017	1018	SA_ELEMENTFIRE
4017	1017	SA_ELEMENTGROUND
4017	1008	SA_ELEMENTWATER
4017	1019	SA_ELEMENTWIND
4017	280	SA_FLAMELAUNCHER
4017	278	SA_FREECAST
4017	281	SA_FROSTWEAPON
4017	288	SA_LANDPROTECTOR
4017	282	SA_LIGHTNINGLOADER
4017	276	SA_MAGICROD
4017	283	SA_SEISMICWEAPON
4017	277	SA_SPELLBREAKER
4017	287	SA_VIOLENTGALE
4017	285	SA_VOLCANO
4017	408	WE_BABY
4017	410	WE_CALLBABY
4017	409	WE_CALLPARENT
4017	90	WZ_EARTHSPIKE
4017	93	WZ_ESTIMATION
4017	91	WZ_HEAVENDRIVE
4018	46	AC_DOUBLE
4018	44	AC_VULTURE
4018	681	ALL_INCCARRY
4018	124	HT_REMOVETRAP
4018	1	NV_BASIC
4018	142	NV_FIRSTAID
4018	143	NV_TRICKDEAD
4018	212	RG_BACKSTAP
4018	222	RG_CLEANER
4018	1005	RG_CLOSECONFINE
4018	224	RG_COMPULSION
4018	221	RG_FLAGGRAFFITI
4018	223	RG_GANGSTER
4018	220	RG_GRAFFITI
4018	219	RG_INTIMIDATE
4018	225	RG_PLAGIARISM
4018	214	RG_RAID
4018	210	RG_SNATCHER
4018	211	RG_STEALCOIN
4018	217	RG_STRIPARMOR
4018	218	RG_STRIPHELM
4018	216	RG_STRIPSHIELD
4018	215	RG_STRIPWEAPON
4018	213	RG_TUNNELDRIVE
4018	2	SM_SWORD
4018	389	ST_CHASEWALK
4018	476	ST_FULLSTRIP
4018	475	ST_PRESERVE
4018	390	ST_REJECTSWORD
4018	150	TF_BACKSLIDING
4018	53	TF_DETOXIFY
4018	48	TF_DOUBLE
4018	51	TF_HIDING
4018	49	TF_MISS
4018	151	TF_PICKSTONE
4018	52	TF_POISON
4018	149	TF_SPRINKLESAND
4018	50	TF_STEAL
4018	152	TF_THROWSTONE
4018	408	WE_BABY
4018	410	WE_CALLBABY
4018	409	WE_CALLPARENT
4019	2535	ALL_BUYING_STORE
4019	681	ALL_INCCARRY
4019	230	AM_ACIDTERROR
4019	226	AM_AXEMASTERY
4019	446	AM_BERSERKPITCHER
4019	238	AM_BIOETHICS
4019	243	AM_CALLHOMUN
4019	232	AM_CANNIBALIZE
4019	236	AM_CP_ARMOR
4019	237	AM_CP_HELM
4019	235	AM_CP_SHIELD
4019	234	AM_CP_WEAPON
4019	229	AM_DEMONSTRATION
4019	227	AM_LEARNINGPOTION
4019	228	AM_PHARMACY
4019	231	AM_POTIONPITCHER
4019	244	AM_REST
4019	247	AM_RESURRECTHOMUN
4019	233	AM_SPHEREMINE
4019	496	AM_TWILIGHT1
4019	497	AM_TWILIGHT2
4019	498	AM_TWILIGHT3
4019	490	CR_ACIDDEMONSTRATION
4019	491	CR_CULTIVATION
4019	479	CR_FULLPROTECTION
4019	478	CR_SLIMPITCHER
4019	2544	MC_CARTDECORATE
4019	153	MC_CARTREVOLUTION
4019	154	MC_CHANGECART
4019	37	MC_DISCOUNT
4019	40	MC_IDENTIFY
4019	36	MC_INCCARRY
4019	155	MC_LOUD
4019	42	MC_MAMMONITE
4019	38	MC_OVERCHARGE
4019	39	MC_PUSHCART
4019	41	MC_VENDING
4019	1	NV_BASIC
4019	142	NV_FIRSTAID
4019	143	NV_TRICKDEAD
4019	408	WE_BABY
4019	410	WE_CALLBABY
4019	409	WE_CALLPARENT
4020	148	AC_CHARGEARROW
4020	45	AC_CONCENTRATION
4020	46	AC_DOUBLE
4020	147	AC_MAKINGARROW
4020	43	AC_OWL
4020	47	AC_SHOWER
4020	44	AC_VULTURE
4020	681	ALL_INCCARRY
4020	322	BA_APPLEIDUN
4020	320	BA_ASSASSINCROSS
4020	317	BA_DISSONANCE
4020	318	BA_FROSTJOKE
4020	315	BA_MUSICALLESSON
4020	316	BA_MUSICALSTRIKE
4020	1010	BA_PANGVOICE
4020	321	BA_POEMBRAGI
4020	319	BA_WHISTLE
4020	304	BD_ADAPTATION
4020	309	BD_DRUMBATTLEFIELD
4020	305	BD_ENCORE
4020	308	BD_ETERNALCHAOS
4020	312	BD_INTOABYSS
4020	306	BD_LULLABY
4020	307	BD_RICHMANKIM
4020	310	BD_RINGNIBELUNGEN
4020	311	BD_ROKISWEIL
4020	313	BD_SIEGFRIED
4020	394	CG_ARROWVULCAN
4020	488	CG_HERMODE
4020	487	CG_LONGINGFREEDOM
4020	396	CG_MARIONETTE
4020	395	CG_MOONLIT
4020	489	CG_TAROTCARD
4020	1	NV_BASIC
4020	142	NV_FIRSTAID
4020	143	NV_TRICKDEAD
4020	408	WE_BABY
4020	410	WE_CALLBABY
4020	409	WE_CALLPARENT
4021	148	AC_CHARGEARROW
4021	45	AC_CONCENTRATION
4021	46	AC_DOUBLE
4021	147	AC_MAKINGARROW
4021	43	AC_OWL
4021	47	AC_SHOWER
4021	44	AC_VULTURE
4021	681	ALL_INCCARRY
4021	304	BD_ADAPTATION
4021	309	BD_DRUMBATTLEFIELD
4021	305	BD_ENCORE
4021	308	BD_ETERNALCHAOS
4021	312	BD_INTOABYSS
4021	306	BD_LULLABY
4021	307	BD_RICHMANKIM
4021	310	BD_RINGNIBELUNGEN
4021	311	BD_ROKISWEIL
4021	313	BD_SIEGFRIED
4021	394	CG_ARROWVULCAN
4021	488	CG_HERMODE
4021	487	CG_LONGINGFREEDOM
4021	396	CG_MARIONETTE
4021	395	CG_MOONLIT
4021	489	CG_TAROTCARD
4021	323	DC_DANCINGLESSON
4021	328	DC_DONTFORGETME
4021	329	DC_FORTUNEKISS
4021	327	DC_HUMMING
4021	326	DC_SCREAM
4021	330	DC_SERVICEFORYOU
4021	324	DC_THROWARROW
4021	325	DC_UGLYDANCE
4021	1011	DC_WINKCHARM
4021	1	NV_BASIC
4021	142	NV_FIRSTAID
4021	143	NV_TRICKDEAD
4021	408	WE_BABY
4021	410	WE_CALLBABY
4021	409	WE_CALLPARENT
